Betas,Intercept,Iterations,Balanced Accuracy,Roc_Auc,p,n,d,g
"[[ 0.6988695  -0.03554772  0.          0.33413524  0.24713635  0.18902129
   0.02933126  0.37666098  0.          0.0274315   0.         -0.62374888
   0.27529441  0.14179012 -0.18136231 -0.02883468]]",[0.],[9],0.44505494505494503,0.4450549450549451,0.5,100,16,0
"[[ 1.47577112  0.3536999   0.5101967   0.01435129  0.38367268  0.83870667
   0.          0.06364731  0.19234761 -0.55777476  0.02293602  0.
   0.61501245  0.         -0.26932272  0.        ]]",[0.01313398],[10],0.44505494505494503,0.44505494505494514,0.5,100,16,0
"[[ 0.62460051  0.91043174  0.49754817  0.4237844   0.18905305  0.52673425
   0.49595931  0.03439031 -0.22115298  0.11369131  0.20641914 -0.3658796
  -0.443732    0.52942125  0.          0.28876804]]",[0.],[10],0.7272727272727273,0.7272727272727273,0.5,100,16,0
"[[ 1.04383934  0.74944084  0.43735546  0.19030617  0.13354793  0.31315793
   0.37796566  0.0861953   0.01309206  0.28635941 -0.09390694  0.
   0.39721697  1.04311143  0.27753576  0.2051933 ]]",[0.26474636],[10],0.7916666666666667,0.7916666666666666,0.5,100,16,0
"[[ 0.73446329  0.51293846 -0.1899887   0.36562315  0.07351985 -0.03972725
   0.02767998  0.33268456  0.          0.55442858  0.         -0.31580302
  -0.00420371 -0.00641011  0.17566126 -0.14056226]]",[-0.33037889],[10],0.6875,0.6875,0.5,100,16,0
"[[ 0.92315723  0.62560096  0.00558035  0.14369176 -0.03247421  0.63183504
  -0.05214465  0.16048551  0.          0.66074768  0.08886612  0.
   0.          0.20609554  0.          0.        ]]",[-0.43266834],[8],0.9166666666666667,0.9166666666666667,0.5,100,16,0
"[[ 0.93810676  0.52719316  0.98945967  0.22095043  0.07280777  0.
   0.03408807  0.10122955  0.          0.         -0.41538814 -0.02752994
  -0.38382573  0.14603229  0.17782816  0.43007072]]",[0.10464546],[11],0.7087912087912087,0.7087912087912088,0.5,100,16,0
"[[ 1.65855759  0.59714892  0.33843122  0.3139125   0.24531755 -0.03027453
   0.11456401  0.39621601 -0.12325567  0.32223109  0.          0.20143224
  -0.32478346 -0.38310266 -0.31345597  0.42328795]]",[0.],[9],0.5416666666666667,0.5416666666666667,0.5,100,16,0
"[[ 1.62169481  0.88767052  0.35429873  0.12748707  0.          0.21897411
  -0.14599461 -0.09273708  0.         -0.37860879  0.         -0.01785912
  -0.15986327  0.12769772  0.          0.        ]]",[0.48307114],[9],0.7626262626262625,0.7626262626262625,0.5,100,16,0
"[[ 1.00974029  0.          0.47502712 -0.07401075  0.          0.
  -0.03006821  0.070882   -0.11546996  0.23343535  0.42652797  0.
   0.          0.07031714  0.         -0.40196666]]",[-0.31020713],[9],0.606060606060606,0.606060606060606,0.5,100,16,0
"[[ 0.50198272  0.47047649  0.02430827  0.          0.27526415  0.06223442
  -0.12019722  0.25640191 -0.02825275  0.          0.25944548 -0.00198092
   0.         -0.07458032  0.05246797  0.10212844]]",[-0.85933535],[9],0.5833333333333334,0.5833333333333334,0.5,100,16,0
"[[ 1.71187216  0.4502873   0.6957735   0.63973211 -0.57770763  0.15308142
   0.24187539  0.26918106  0.          0.56579768 -0.3011495  -0.13129562
   0.09445849  0.44275436  0.         -0.18810073]]",[0.60218191],[12],0.7083333333333333,0.7083333333333334,0.5,100,16,0
"[[ 0.86690155  0.          0.07341361  0.          0.16773537  0.
   0.          0.07973727 -0.02234404  0.22780901  0.05007094  0.64298271
   0.22013952 -0.00686368 -0.07813044  0.        ]]",[0.30360986],[7],0.797979797979798,0.7979797979797981,0.5,100,16,0
"[[ 0.7593915   0.14974427  0.56928846  0.50456468  0.79785234  0.33866746
  -0.46774958  0.63497138  0.32974222  0.10941939 -0.04407572  0.32604872
  -0.05333256 -0.07251599 -0.0433973   0.        ]]",[-0.00277173],[14],0.6414141414141414,0.6414141414141414,0.5,100,16,0
"[[ 7.10085454  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -6.36397635]]",[0.],[34],1.0,1.0,0.5,100,16,1
"[[ 6.5602412   0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.52787367]]",[0.],[21],1.0,1.0,0.5,100,16,1
"[[ 6.55450637  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.62079116]]",[0.],[26],1.0,1.0,0.5,100,16,1
"[[ 6.61373563  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.43302432]]",[0.],[17],1.0,1.0,0.5,100,16,1
"[[ 6.29308032  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.91348586]]",[0.],[24],1.0,1.0,0.5,100,16,1
"[[ 6.63308922  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.97393753]]",[0.],[20],1.0,1.0,0.5,100,16,1
"[[ 6.41711713  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.74424899]]",[0.],[18],1.0,1.0,0.5,100,16,1
"[[ 6.86784392  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -6.10922247]]",[-0.82809785],[23],1.0,1.0,0.5,100,16,1
"[[ 6.56197011  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.36711972]]",[-0.05846531],[22],1.0,1.0,0.5,100,16,1
"[[ 6.67991465  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.32083016]]",[-0.16030783],[29],1.0,1.0,0.5,100,16,1
"[[ 7.12549955  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.76054922]]",[0.],[25],1.0,1.0,0.5,100,16,1
"[[ 6.71373332  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.97637137]]",[0.],[18],1.0,1.0,0.5,100,16,1
"[[ 6.77245112  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.71125392]]",[0.],[22],1.0,1.0,0.5,100,16,1
"[[ 6.94417694  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.38118877]]",[-0.18375673],[18],1.0,1.0,0.5,100,16,1
"[[ 6.92175107  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.71181262]]",[0.],[20],1.0,1.0,0.5,100,16,1
"[[ 6.40866918  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.4203152 ]]",[0.],[21],1.0,1.0,0.5,100,16,1
"[[ 6.52740658  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.46123702]]",[0.],[17],1.0,1.0,0.5,100,16,1
"[[ 7.08753551  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -6.04122821]]",[0.],[19],1.0,1.0,0.5,100,16,1
"[[ 6.18587355  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -4.9292303 ]]",[-0.24318379],[16],1.0,1.0,0.5,100,16,1
"[[ 6.8859818   0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.79835845]]",[-0.26520038],[19],1.0,1.0,0.5,100,16,1
"[[ 7.11716324  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -6.48577132]]",[0.],[28],1.0,1.0,0.5,100,16,1
"[[ 7.00632405  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -6.09121706]]",[0.],[29],1.0,1.0,0.5,100,16,1
"[[ 6.94079753  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.70851468]]",[0.],[19],1.0,1.0,0.5,100,16,1
"[[ 6.44248584  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.68340859]]",[0.],[22],1.0,1.0,0.5,100,16,1
"[[ 6.83270853  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.93167408]]",[0.],[30],1.0,1.0,0.5,100,16,1
"[[ 6.79665783  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -6.0047917 ]]",[0.82901793],[17],1.0,1.0,0.5,100,16,1
"[[ 6.87399531  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.6619834 ]]",[0.],[16],1.0,1.0,0.5,100,16,1
"[[ 7.12923787  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -6.1542599 ]]",[0.165094],[22],1.0,1.0,0.5,100,16,1
"[[ 6.71132474  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.58544232]]",[0.1568559],[16],1.0,1.0,0.5,100,16,1
"[[ 6.89197879  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.81756095]]",[0.15656729],[18],1.0,1.0,0.5,100,16,1
"[[ 7.32642789  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.80686269]]",[0.],[20],1.0,1.0,0.5,100,16,1
"[[ 6.80650597  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.779519  ]]",[0.16236865],[20],1.0,1.0,0.5,100,16,1
"[[ 6.87892779  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.63362006]]",[0.],[16],1.0,1.0,0.5,100,16,1
"[[ 6.81950719  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.64984306]]",[0.],[16],1.0,1.0,0.5,100,16,1
"[[ 6.49067184  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.43480109]]",[0.],[19],1.0,1.0,0.5,100,16,1
"[[ 6.60732081  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.71917419]]",[0.15009603],[18],1.0,1.0,0.5,100,16,1
"[[ 6.02270687  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.21596809]]",[0.],[19],1.0,1.0,0.5,100,16,1
"[[ 6.85885858  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.9585692 ]]",[0.16232184],[31],1.0,1.0,0.5,100,16,1
"[[ 6.88770835  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.78512244]]",[-0.46369052],[23],1.0,1.0,0.5,100,16,1
"[[ 6.28469934  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.64861473]]",[-0.1400713],[26],1.0,1.0,0.5,100,16,1
"[[ 6.3625044   0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.37992831]]",[0.],[18],1.0,1.0,0.5,100,16,1
"[[ 6.44073756  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.21827363]]",[-0.04658851],[16],1.0,1.0,0.5,100,16,1
"[[ 7.08189758  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.49054647]]",[0.26580391],[21],1.0,1.0,0.5,100,16,1
"[[ 6.61004608  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.98694585]]",[0.],[20],1.0,1.0,0.5,100,16,1
"[[ 6.51739094  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.38507935]]",[-0.3607408],[15],1.0,1.0,0.5,100,16,1
"[[ 6.96046985  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.90926188]]",[0.0769856],[23],1.0,1.0,0.5,100,16,1
"[[ 6.40373009  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.56582614]]",[0.],[28],1.0,1.0,0.5,100,16,1
"[[ 6.47587476  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.11395963]]",[0.24210445],[23],1.0,1.0,0.5,100,16,1
"[[ 6.37148967  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.51598639]]",[0.],[20],1.0,1.0,0.5,100,16,1
"[[ 6.63898438  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.         -5.86398547]]",[0.],[19],1.0,1.0,0.5,100,16,1
"[[ 0.93044808  0.78281232  0.44166417  0.40360063  0.00420266  0.20569692
   0.28223662  0.30442842 -0.19108793 -0.25948656 -0.15036664  0.
  -0.08337543 -0.31200653 -0.19563209 -0.19072345]]",[0.11877188],[9],0.6355498721227621,0.6355498721227623,0.5,200,16,0
"[[ 1.2754945   0.7332092   0.24963446  0.23102231  0.31895724  0.08479511
   0.33822798  0.15203881  0.08905926  0.01058417  0.0445739   0.0376256
  -0.18473629  0.09305613 -0.02320721 -0.0489453 ]]",[0.27606528],[7],0.6599999999999999,0.66,0.5,200,16,0
"[[ 1.82639271  0.69423434  0.41557541  0.0079324   0.34309881  0.08868954
  -0.1121809   0.31017532  0.34808428  0.02656233  0.          0.01811252
   0.1658543  -0.24052633 -0.0865617   0.15066893]]",[0.16907361],[9],0.7247474747474747,0.7247474747474748,0.5,200,16,0
"[[1.12895137 1.14787397 0.28048956 0.47072669 0.08078691 0.16199485
  0.05163509 0.29825751 0.         0.1644779  0.         0.27107508
  0.16981952 0.29302125 0.04711959 0.0947558 ]]",[-0.07279033],[9],0.6813186813186813,0.6813186813186813,0.5,200,16,0
"[[ 1.51429292  0.25657134  0.4813138   0.58510744  0.27943383  0.02159897
   0.01678579 -0.29965291  0.34321654  0.1279667   0.34189624  0.
  -0.03219204  0.          0.04935678  0.29696061]]",[-0.09936176],[9],0.744360902255639,0.7443609022556391,0.5,200,16,0
"[[ 1.53079822  0.76299049  0.          0.54511701  0.13827963  0.
   0.          0.12038161  0.15311639 -0.10217576 -0.32962388  0.02651188
   0.18389243  0.35979149  0.40965426 -0.26502672]]",[-0.1617302],[8],0.789002557544757,0.789002557544757,0.5,200,16,0
"[[ 0.8929044   0.5084001   0.15125421  0.24765908  0.22068098  0.13452856
  -0.06187564  0.         -0.12663203  0.09546025  0.14624207 -0.0207461
  -0.12443889  0.05649384  0.03781768 -0.00365431]]",[-0.27250512],[8],0.7366771159874608,0.7366771159874608,0.5,200,16,0
"[[ 1.37099484  0.19465586  0.05445831  0.16495983  0.29109014 -0.0867208
   0.         -0.19723398 -0.0663536   0.01875713  0.32336039  0.4803334
   0.15518736  0.1169748  -0.19906469  0.31093181]]",[-0.16053768],[9],0.5505050505050505,0.5505050505050505,0.5,200,16,0
"[[ 1.36588277  0.48368222  0.13838829  0.18069445  0.25427688  0.02564294
   0.3741961  -0.15257586  0.27298421 -0.19323748  0.14035503 -0.16514367
  -0.17833207  0.08429911  0.         -0.06812802]]",[0.00587129],[9],0.5907928388746804,0.5907928388746803,0.5,200,16,0
"[[ 1.25365665  0.25894482  0.39454644  0.16874352  0.27736678  0.68659374
   0.35701482 -0.12775559  0.1129352  -0.10872984  0.05747662 -0.1293133
  -0.19806792  0.13048739 -0.04051771  0.01473089]]",[0.2850755],[9],0.6432225063938619,0.6432225063938619,0.5,200,16,0
"[[ 1.10409232  0.41702055  0.07808056  0.14521738  0.29253413  0.26171203
   0.17059246  0.24968657  0.         -0.31043241 -0.0161606   0.
  -0.27778289 -0.06087804 -0.15013273  0.24952256]]",[-0.293919],[7],0.7752525252525253,0.7752525252525252,0.5,200,16,0
"[[ 1.62282698  0.51986312  0.1120787   0.          0.17240519  0.32848908
   0.63589231  0.13981157  0.08539055  0.10988564  0.          0.32273223
   0.         -0.13932686  0.          0.19068111]]",[0.],[6],0.7348484848484849,0.7348484848484849,0.5,200,16,0
"[[ 0.89648385  0.631271    0.07853317  0.3415832   0.40468419  0.09361765
   0.08225049  0.          0.03886193  0.00785269  0.4098515  -0.12932458
  -0.47280236  0.03589715  0.1630211   0.05559753]]",[-0.07684384],[9],0.8020833333333333,0.8020833333333333,0.5,200,16,0
"[[ 1.11451036  0.68767178  0.21011231  0.44837241  0.29821448  0.1797412
  -0.00739172  0.32772902 -0.02669578  0.0255763   0.16384327 -0.23200283
   0.25333498 -0.1159562  -0.04053459 -0.02933143]]",[-0.22243522],[8],0.7706766917293233,0.7706766917293233,0.5,200,16,0
"[[ 1.00110892  0.64113588  0.23402879  0.37745418  0.16314448 -0.02575686
   0.50822407  0.04261036  0.          0.21420616  0.20228903  0.
  -0.31172462  0.10657881 -0.2769599   0.25173552]]",[0.51651845],[8],0.7070707070707071,0.7070707070707071,0.5,200,16,0
"[[ 1.3319336   0.72623673  0.20821431  0.          0.2418667   0.06539486
   0.19945404  0.          0.26600226  0.06501327  0.14711327 -0.09493388
   0.         -0.26691041  0.          0.44162084]]",[0.05005658],[7],0.86,0.86,0.5,200,16,0
"[[ 1.19351871  0.21429375  0.13151899  0.20691687  0.25417146  0.15471695
   0.         -0.23968056 -0.0652939   0.11413642  0.         -0.09275247
   0.         -0.12302575  0.         -0.05684807]]",[-0.28814612],[8],0.7395833333333333,0.7395833333333334,0.5,200,16,0
"[[ 1.15295287  0.41803632  0.03921152  0.19014537  0.29140194  0.05958041
   0.17686249  0.35753854  0.         -0.02679444  0.3685878   0.18192052
   0.          0.07160552  0.20541372 -0.21156444]]",[-0.21006686],[7],0.7373737373737375,0.7373737373737373,0.5,200,16,0
