Betas,Intercept,Iterations,Balanced Accuracy,Roc_Auc,p,n,d,g
"[[ 1.02347073  0.33012238  0.28490744  0.22515111  0.20310203  0.19965336
   0.21831128  0.46720913 -0.01111312  0.18487253  0.         -0.17048874
  -0.18541184  0.30596959 -0.07056538  0.38439593  0.02076524  0.02467404
   0.14982885  0.         -0.05209336 -0.09991232 -0.06634407 -0.14157822
  -0.12932593 -0.13912006  0.10554433 -0.11964482  0.12587262 -0.16784609
   0.00391683 -0.02506794]]",[-4.17860181],[17],0.5555555555555556,0.5555555555555556,0.05,1000,32,0
"[[ 0.89282332  0.44943956  0.          0.17488827 -0.11354427  0.
   0.36042791 -0.38925382  0.22816877  0.34802853  0.14812959  0.03854536
   0.15835528  0.00834166 -0.04756592  0.02884424  0.          0.40601465
   0.11447748 -0.29102423  0.12723922  0.0924231   0.030413    0.11828108
  -0.12022034 -0.14452604 -0.05501037  0.          0.          0.17383929
   0.0167761  -0.00704426]]",[-3.65872513],[17],0.4973821989528796,0.4973821989528796,0.05,1000,32,0
"[[ 1.06037437  0.72832772  0.65485301  0.2008833   0.15234231  0.09231286
   0.3616439   0.29302434  0.09665747 -0.08119853  0.05382555  0.07070313
  -0.16623213  0.          0.52808112 -0.0427941   0.         -0.04728311
   0.12744568 -0.26234916 -0.14072526  0.26263767  0.0323512   0.32610626
   0.00712312  0.17163728 -0.07001035 -0.07502984  0.03356541  0.04016083
   0.08817362 -0.25046807]]",[-4.09799025],[18],0.4948717948717949,0.4948717948717949,0.05,1000,32,0
"[[ 0.86444726  0.20474789 -0.11971086  0.          0.17989376  0.40294557
   0.10594765 -0.04600182  0.17790183  0.28687052  0.2848924   0.
  -0.26710787  0.12582561  0.          0.          0.4093961   0.12960242
   0.14069704  0.0479408   0.05804512  0.12879837  0.30438785 -0.11022471
   0.06131037 -0.04319862  0.09239098 -0.00247931  0.         -0.07072661
  -0.24712275  0.        ]]",[-3.76807916],[17],0.5625,0.5625,0.05,1000,32,0
"[[ 1.28408146  0.40418498  0.14191364  0.40850262  0.09728154  0.05580052
   0.21390018  0.24484453  0.11924622  0.21701911 -0.08810014  0.16335488
   0.12374873 -0.01116286 -0.03931119  0.07501055  0.01806578 -0.05256743
   0.12006322  0.00514918  0.1530706  -0.16045519  0.18081696  0.07079527
   0.          0.04969774  0.12370303 -0.06297924 -0.0463726   0.
  -0.16986994  0.13304404]]",[-3.71897257],[17],0.5503199534613147,0.5503199534613147,0.05,1000,32,0
"[[ 1.27017639  0.40658845  0.35614388  0.18246774  0.01328575  0.23472008
   0.41095027  0.44370712  0.          0.14079405  0.09672697  0.24354305
   0.12380316 -0.16693086  0.01458483  0.          0.10320582  0.10458477
   0.          0.13552338  0.04767534  0.35642478  0.19308495 -0.13198401
   0.08476864  0.          0.01729713  0.14830273  0.03399589  0.2386429
   0.01954517 -0.0483385 ]]",[-3.84576767],[17],0.625,0.625,0.05,1000,32,0
"[[ 0.94106752  0.49630718  0.14866127 -0.02845188  0.20932148  0.
   0.09227245  0.20076505  0.39844337  0.14591215  0.02451278 -0.03297574
  -0.0494503   0.05829723  0.105379    0.25704505  0.          0.
   0.07389759 -0.01205741  0.23220969 -0.01419398  0.13866177 -0.17047521
   0.13378399  0.         -0.08775043 -0.09341418  0.07460007 -0.09391273
  -0.07352028  0.07001673]]",[-3.54375689],[16],0.5,0.5,0.05,1000,32,0
"[[ 1.06862654  0.79884985  0.32018058  0.46573372  0.27438533 -0.02814723
   0.23924075  0.          0.45919729  0.16489432  0.22235395  0.15859278
   0.23274605  0.02332539 -0.26396613  0.31413508  0.          0.
   0.17421631  0.22498007  0.14819712  0.39332304 -0.15435312  0.07854669
  -0.36569678  0.5043104  -0.25437264  0.20940438 -0.11006596  0.27323957
   0.15886752  0.03334053]]",[-4.39018294],[20],0.5520833333333333,0.5520833333333334,0.05,1000,32,0
"[[ 1.01823298  0.36160164  0.37103086  0.15570943  0.37410141  0.
   0.          0.15471628  0.06446556  0.09304572  0.         -0.07738661
   0.29982601 -0.2244076  -0.00464824 -0.01818444  0.39643186 -0.0269117
   0.00688201  0.14782348  0.31021163  0.08089668  0.23137998  0.00479316
  -0.04110096  0.14314155  0.34865064 -0.21044677  0.          0.
   0.01221366 -0.1363431 ]]",[-4.14669134],[18],0.5,0.5,0.05,1000,32,0
"[[ 0.96252081  0.4659628   0.         -0.07262853  0.21361715  0.
  -0.03904141  0.01606366  0.06010419  0.05176793  0.          0.24077198
   0.23894118  0.13114802 -0.18221948  0.06027121 -0.03389748  0.13654314
   0.28503633  0.25490993 -0.1612944   0.15681344 -0.01441052 -0.08846025
  -0.13602694  0.04248817 -0.03439124  0.          0.          0.47399054
   0.37656147 -0.0773767 ]]",[-3.88547416],[17],0.5,0.5,0.05,1000,32,0
"[[ 1.14128987  0.77579701  0.48893255  0.27382115  0.00739801  0.11074486
   0.11894844  0.33531093  0.16918736  0.          0.18152788  0.12412897
   0.22073081 -0.10399236 -0.04257116 -0.10633028  0.04882638  0.17171187
   0.06426097  0.0292257  -0.15923611 -0.03727608  0.32731648 -0.31442977
   0.30740385  0.          0.05506947  0.11921276  0.         -0.02774036
   0.12388244 -0.07509977]]",[-4.13921638],[18],0.6666666666666666,0.6666666666666666,0.05,1000,32,0
"[[ 1.08039028  0.56079933 -0.0188118   0.21505163  0.          0.36552366
   0.16805363  0.21513474  0.05660442  0.0246569   0.02098382 -0.25424455
   0.16852903  0.11593954  0.0725513   0.01818865  0.          0.03050382
  -0.04130872  0.         -0.03856978  0.         -0.03888656  0.00394778
   0.          0.13007665 -0.0983165   0.          0.20022453  0.21280424
   0.23987394 -0.03535413]]",[-3.92505371],[15],0.5,0.5,0.05,1000,32,0
"[[ 0.74246372  0.46030787  0.34849485  0.12826291  0.17968341 -0.02653302
   0.27837864  0.21411374 -0.11227976  0.22515307  0.06743289  0.10251781
   0.          0.09395247 -0.1423584   0.          0.07815725  0.0715273
   0.06802531 -0.12518581  0.31934681  0.08552794  0.13168353 -0.09803652
   0.15437176 -0.05887513  0.02296796  0.17194759 -0.03454679  0.
   0.05834405 -0.03767171]]",[-3.46292827],[16],0.4973821989528796,0.4973821989528796,0.05,1000,32,0
"[[ 0.78602258  0.36035249  0.45248239 -0.15438935  0.16397393  0.23648154
  -0.03464506  0.17043444  0.         -0.04109627  0.08234247  0.12170018
   0.17475529  0.29971714 -0.00779136 -0.21561951  0.16229267  0.36837266
  -0.05336625  0.15571361 -0.0843251   0.00646723 -0.04528391 -0.11075107
   0.29388645  0.00346603 -0.00828966 -0.37472425 -0.05867266 -0.04853263
   0.11032836 -0.07303023]]",[-3.70308656],[15],0.5,0.5,0.05,1000,32,0
"[[ 1.4705472   0.43803172  0.34883133  0.51912645  0.28416194  0.10650924
   0.00286529  0.06192702  0.27867908  0.09192231 -0.02786818  0.18060413
   0.24370969  0.17318491  0.06647705  0.02508728  0.          0.41130551
  -0.13263089  0.          0.          0.03015583 -0.01048045  0.
  -0.16058668 -0.00825269  0.19838977  0.10433824  0.          0.01397373
  -0.45483146  0.19241379]]",[-4.56541404],[19],0.5363475177304965,0.5363475177304964,0.05,1000,32,0
"[[ 1.03638491  0.79848246  0.39246782  0.14575842  0.02021959  0.
   0.28385526  0.08764232  0.          0.          0.15654473  0.10384515
  -0.04487345  0.04376899 -0.1085724  -0.01811972 -0.14184093  0.19270417
  -0.13963228  0.19230676  0.          0.33341968  0.13636408  0.17676349
   0.         -0.03714881  0.11310796  0.14077853  0.         -0.2565593
   0.04165077 -0.01981151]]",[-4.04529655],[17],0.4973544973544973,0.4973544973544973,0.05,1000,32,0
"[[ 0.94313934  0.34493709  0.32894843  0.24868465  0.36389353  0.11984685
   0.07172437  0.07454184  0.3987096  -0.06491609  0.22944843  0.01019108
  -0.19588312  0.         -0.17861229 -0.10470419  0.40589183  0.21594484
  -0.06188598  0.04870331  0.         -0.0595778   0.04924938 -0.01143746
  -0.02827745  0.37119855 -0.16873852 -0.02592814  0.00161911  0.05436123
   0.34062588  0.02938758]]",[-3.56102634],[16],0.5,0.5,0.05,1000,32,0
"[[ 0.80164147  0.53582353  0.59988135  0.34620711  0.00309765  0.
   0.08012308  0.23418331  0.21838146  0.31615893  0.          0.36392569
   0.32922538  0.08772232  0.          0.23294312  0.          0.18213992
  -0.02972633 -0.17594843  0.18078654  0.00354344  0.          0.42440936
   0.11451996  0.32320031 -0.1611388  -0.23561047 -0.04921243  0.54749921
   0.01799095 -0.00582158]]",[-4.10360266],[18],0.5363475177304965,0.5363475177304964,0.05,1000,32,0
"[[ 1.16452591  0.38242252  0.66344773  0.34465404  0.36174384  0.
   0.14700318 -0.08195953  0.13959863  0.0494088   0.33404505  0.13734727
   0.1522975   0.38388508 -0.38769555  0.37180099 -0.06220127 -0.04220634
   0.         -0.25655364  0.68418009  0.1236564   0.25993497  0.19428131
   0.39263444 -0.137965    0.43432478 -0.0557341   0.01749745 -0.47195698
   0.18510521 -0.04271087]]",[-4.40998881],[18],0.4973821989528796,0.4973821989528796,0.05,1000,32,0
"[[ 0.86344375  0.48597427  0.63976087  0.44495077 -0.01331388  0.38677696
   0.2610812  -0.12789224 -0.35939095  0.11798623  0.12160263  0.10130695
   0.         -0.11375819  0.03543916 -0.16821738  0.06953525  0.16399039
   0.05400864  0.24569838  0.01964282  0.20008362  0.13288278  0.18591442
   0.          0.01766589  0.10905231 -0.29155742  0.03848385 -0.22019651
  -0.05067743  0.        ]]",[-3.915386],[16],0.49743589743589745,0.49743589743589745,0.05,1000,32,0
"[[ 0.87518018  0.894273    0.36732133  0.01432909  0.27902512  0.
  -0.00893142  0.22524406 -0.0554044   0.20402068  0.08760866 -0.16539954
   0.22913244  0.11254706  0.13737188 -0.08571389  0.06113573  0.
   0.41128675 -0.02339067 -0.11205066  0.         -0.45427382  0.2230194
   0.12573314  0.14398131 -0.04892305  0.          0.32613607  0.23530323
   0.43831918  0.11641899]]",[-4.02294058],[17],0.4894179894179894,0.4894179894179894,0.05,1000,32,0
"[[ 1.0468814   0.44184654  0.16610124  0.8359891   0.33171834  0.
   0.          0.44795554  0.09717769 -0.02410267  0.06943381 -0.11542172
   0.25302685 -0.08048758 -0.05464129  0.28549749  0.11910826 -0.23578497
   0.         -0.19461723  0.          0.20713783  0.16110011  0.20412218
   0.16525752  0.19124982 -0.01453019  0.          0.26117676  0.14076015
  -0.08204223 -0.03245831]]",[-3.93667552],[16],0.5421052631578948,0.5421052631578948,0.05,1000,32,0
"[[ 1.05002089  0.62056409  0.15217223  0.          0.31070679  0.01618221
   0.03596462 -0.1181382   0.19402252  0.74783806  0.14582808  0.09595298
  -0.00280022 -0.07188925  0.32058306 -0.0264954   0.00270636  0.0967416
  -0.17790153 -0.04798256 -0.01220746  0.21947725  0.14989829  0.1360718
  -0.0202821   0.          0.06057935  0.          0.0577012  -0.03949865
   0.08428406  0.02105091]]",[-3.92493439],[18],0.55,0.55,0.05,1000,32,0
"[[ 1.61356144  0.45896631  0.25572214  0.31072165  0.40201197  0.28324164
   0.35134389  0.          0.12826369  0.53642606  0.56376976  0.10836627
   0.          0.          0.          0.          0.19736567 -0.05136412
   0.26375878  0.03420686  0.20539532 -0.22164218  0.03756299  0.21576084
  -0.15922949  0.08459477 -0.28607201  0.09170371 -0.04781464  0.14844073
  -0.01825002  0.09073458]]",[-4.4463265],[17],0.6458247634718224,0.6458247634718224,0.05,1000,32,0
"[[ 0.91961858  0.79126716  0.17051954  0.15457365 -0.11746524  0.12614584
   0.56317483  0.22545269  0.          0.44426606  0.06781846 -0.04684414
  -0.01538836  0.24252361 -0.20438429  0.34472608  0.18589683  0.28273415
   0.44198113  0.22294151  0.17900391  0.03631076  0.2909282   0.
  -0.0997144   0.          0.01907779  0.35902858 -0.11789878 -0.00444027
   0.11313462 -0.04375453]]",[-3.87060021],[17],0.4948186528497409,0.4948186528497409,0.05,1000,32,0
"[[ 0.79183069  0.27601124  0.17229696  0.44555022  0.16150037  0.21623446
   0.          0.02016041  0.11300423  0.26616363  0.02456785 -0.03233842
  -0.17268634  0.14695363 -0.13297706  0.05139519  0.02865187  0.09804594
  -0.11468514 -0.12369526  0.41792051  0.2560243  -0.05420668 -0.00195391
   0.          0.          0.27668513 -0.11849346  0.14998568 -0.08558542
   0.01433142  0.14455248]]",[-3.5109846],[16],0.5625,0.5625,0.05,1000,32,0
"[[ 0.91664632  0.50065851  0.55486463  0.09705243  0.32428791  0.25100169
  -0.00167754  0.08236038  0.14687996  0.01769323 -0.11960449  0.
   0.06535636  0.19850843  0.37422909 -0.09797282  0.03316703  0.10975769
   0.          0.08852176 -0.23444564  0.07200247  0.42153998  0.2178425
   0.15678322 -0.11275668  0.10688232  0.29016394  0.04531931  0.
  -0.1888653  -0.06434734]]",[-3.69976677],[18],0.5447368421052632,0.5447368421052632,0.05,1000,32,0
"[[ 7.45517728e-01  5.01041060e-01  2.16608389e-01  3.99401316e-01
   1.33705862e-01  1.33815375e-01  3.02803710e-01 -3.88381393e-02
   0.00000000e+00  4.22304603e-02  1.43129402e-01  4.58207681e-01
   3.89214920e-01 -1.79369310e-01 -5.92261549e-02 -1.78892426e-01
  -7.15751958e-02  0.00000000e+00  7.17541100e-02  1.20737774e-02
   0.00000000e+00  1.20116498e-01 -1.59514165e-01 -3.36322664e-04
   0.00000000e+00  0.00000000e+00  2.05939164e-01 -2.90451491e-03
  -2.33173836e-02  1.80131209e-02 -3.13130373e-01  1.00398287e-01]]",[-3.73387269],[16],0.55,0.55,0.05,1000,32,0
"[[ 1.13722526  0.1860016   0.2157861   0.37636788  0.1519911   0.23447153
   0.31595246  0.16143039  0.4549715   0.1079369   0.14755588  0.05413584
  -0.16383136  0.52600724  0.05476955  0.40906382 -0.26638958  0.25376419
  -0.16167931  0.          0.3210609   0.1468603  -0.18239075 -0.13233414
  -0.06286036  0.01503776 -0.20525935 -0.07866477  0.          0.13071451
   0.1537677   0.18321657]]",[-4.02298884],[17],0.49473684210526314,0.49473684210526314,0.05,1000,32,0
"[[ 1.0068653   0.58211339  0.14769347  0.46205487  0.21589938 -0.02531962
   0.02874825 -0.04141677  0.14789125 -0.03900676  0.05785397  0.04326602
   0.48403433  0.08414131  0.18377988  0.          0.          0.
   0.05912003  0.18883894  0.          0.         -0.1670859   0.
   0.27575787  0.15844677  0.1501847   0.          0.24774719 -0.01481469
   0.23326582  0.24151628]]",[-3.89043155],[17],0.5428090428090427,0.5428090428090427,0.05,1000,32,0
"[[ 1.27235003  0.71268751  0.55328597  0.26961066  0.08651889  0.60055806
   0.          0.03649519  0.         -0.21629087  0.05122067 -0.08613312
   0.         -0.09447998  0.          0.47035452  0.          0.16479854
  -0.03475624  0.27055648 -0.35617887  0.05823629  0.06695904  0.01219919
  -0.06589133 -0.53026051 -0.02216092  0.00531256 -0.04929989 -0.04969681
  -0.0648182   0.2741691 ]]",[-4.38289755],[21],0.5781786941580757,0.5781786941580757,0.05,1000,32,0
"[[ 1.42123048  0.23556704  0.10778808  0.14879458  0.44702173  0.44595656
   0.23265816  0.         -0.03616053  0.0481676   0.09586398  0.
  -0.28282608  0.49149613 -0.13668831  0.          0.31350145  0.24691368
  -0.10436456  0.          0.14834333 -0.36616781  0.01024645  0.06745001
   0.00212012  0.0573632   0.         -0.12775968  0.22207697 -0.00467017
   0.         -0.0530203 ]]",[-4.66600829],[18],0.5,0.5,0.05,1000,32,0
"[[ 1.25454708  0.46917088  0.28401879  0.          0.06953197 -0.1190425
   0.37069236  0.15395589  0.16795942 -0.00812022 -0.05595853 -0.33039081
  -0.06966238 -0.03834253  0.08521674  0.          0.03799285  0.
   0.07339786  0.          0.12474741 -0.08181419 -0.00245653  0.03507231
  -0.1670888  -0.05258693 -0.38056068  0.13707634  0.2179248   0.
  -0.10824761 -0.1238507 ]]",[-3.73581529],[17],0.5555555555555556,0.5555555555555556,0.05,1000,32,0
"[[ 0.77548381  0.47697413  0.34077029  0.16923604  0.20903619  0.00721886
   0.15962599  0.          0.          0.31269568  0.         -0.17411131
   0.          0.00809117  0.32131034  0.26587896 -0.00213534  0.07675978
   0.          0.          0.44786349 -0.21850393  0.42409937 -0.12871727
   0.09447308  0.          0.16466397  0.26409153  0.         -0.10787358
  -0.41847073  0.1099972 ]]",[-4.303837],[18],0.53125,0.53125,0.05,1000,32,0
"[[ 0.88070084  0.45034115  0.65889401  0.38542339  0.          0.03010012
  -0.06054192  0.39698107 -0.01154894  0.33567182  0.22690117  0.12464963
   0.          0.04309942  0.         -0.07582008  0.09455026 -0.14802173
   0.43411129 -0.03318721  0.         -0.00223229  0.2124781   0.19304156
  -0.02499601  0.07948103  0.25165237  0.02330857  0.05235339 -0.06302425
   0.10223272  0.03740924]]",[-3.71742814],[15],0.5572916666666667,0.5572916666666666,0.05,1000,32,0
"[[ 0.71666712  0.02362308  0.08609854  0.28125137  0.16620808 -0.13358528
   0.11021047  0.1630247   0.13449852 -0.03773786  0.05095686  0.
   0.24841835  0.02351365 -0.05957898  0.12157407 -0.01209298  0.07429873
   0.07633416  0.2553318   0.27746544  0.         -0.1110352   0.02485593
   0.         -0.03325115  0.15847768  0.00163386  0.          0.01605714
   0.05132299  0.        ]]",[-3.40879103],[13],0.5,0.5,0.05,1000,32,0
"[[ 1.08747855  0.32262364  0.4390314   0.33072698  0.25707546  0.27518524
   0.19615587 -0.08069396  0.22163406  0.56636283 -0.18481232  0.34815218
   0.36585673  0.22837213  0.19423103 -0.22094926 -0.01612142 -0.11125669
   0.06214458  0.05671318  0.         -0.3734353  -0.095057    0.12400042
   0.20493333  0.24691652 -0.52042515  0.34657606  0.          0.11551076
   0.04603251 -0.3673701 ]]",[-4.04266565],[18],0.5306306306306307,0.5306306306306307,0.05,1000,32,0
"[[ 1.33699411  0.77214833  0.00887109  0.7864363   0.57427748  0.02064369
   0.35028088 -0.21546847 -0.07341747 -0.22479334  0.22163895  0.22743352
   0.15376535  0.09991794  0.23950535  0.45754126  0.03855336  0.
  -0.29725207 -0.22864177  0.11037392  0.          0.34418833  0.15880693
  -0.06257377  0.00882029 -0.05920251  0.         -0.01863009 -0.07271127
  -0.02829297  0.02113809]]",[-4.37562215],[17],0.6284271284271283,0.6284271284271284,0.05,1000,32,0
"[[ 1.54455954  0.69398487  0.32374166  0.22852324  0.40414039  0.29377632
  -0.12015051  0.14560011  0.          0.35123838  0.26429755  0.
   0.08451224  0.43155495 -0.19686103  0.0283067   0.24105368 -0.09842043
   0.11530235  0.2237485   0.01283733  0.          0.07535921  0.
  -0.13189282  0.09564339  0.32218721  0.         -0.04232067  0.
  -0.01869793  0.        ]]",[-4.25947214],[17],0.6848958333333333,0.6848958333333333,0.05,1000,32,0
"[[ 1.06854589  0.4515716   0.42284652  0.28210946  0.07824892  0.
  -0.25787798 -0.26811324 -0.15486671  0.15770857 -0.07544916 -0.11268704
   0.39680408 -0.40609315  0.12792614  0.06590113  0.0262131  -0.07343237
   0.01248102  0.31105345  0.          0.47168814  0.15197837  0.03486512
  -0.17964839 -0.12378906 -0.30607048  0.16135153  0.08430726  0.09875757
  -0.02982657  0.00924181]]",[-3.98066843],[18],0.5,0.5,0.05,1000,32,0
"[[ 8.89624957  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
  -2.88322991 -5.57592443]]",[-5.09175255],[28],1.0,1.0,0.05,1000,32,1
"[[ 9.02666227  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.         -8.68605229]]",[-5.13446191],[39],1.0,1.0,0.05,1000,32,1
"[[ 9.10038536  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
  -0.57341213 -8.04868523]]",[-5.11999841],[100],1.0,1.0,0.05,1000,32,1
"[[ 8.88630214  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
  -2.70203722 -5.60727408]]",[-5.1542769],[55],1.0,1.0,0.05,1000,32,1
"[[ 8.737514    0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
  -0.09989725 -8.14059021]]",[-5.14186928],[100],1.0,1.0,0.05,1000,32,1
"[[ 8.92977279  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
  -2.28661745 -6.18619996]]",[-5.15215374],[29],1.0,1.0,0.05,1000,32,1
"[[ 8.91169942  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
  -2.98047107 -5.38347058]]",[-5.14196827],[37],1.0,1.0,0.05,1000,32,1
"[[ 9.03542578  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
  -1.56105379 -7.00911156]]",[-5.0484225],[44],1.0,1.0,0.05,1000,32,1
"[[ 9.29342536  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.         -0.84531775
  -3.19574785 -4.39184846]]",[-5.12342003],[23],1.0,1.0,0.05,1000,32,1
"[[ 8.71806792  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.         -8.41276196]]",[-5.18880227],[52],1.0,1.0,0.05,1000,32,1
"[[ 9.2943272   0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
  -3.08311106 -5.6524192 ]]",[-5.01632652],[27],1.0,1.0,0.05,1000,32,1
"[[ 8.85786062  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.         -8.53202004]]",[-5.13785298],[36],1.0,1.0,0.05,1000,32,1
