Betas,Intercept,Iterations,Balanced Accuracy,Roc_Auc,p,n,d,g
"[[ 0.93824869  0.          0.         -0.30750765  0.15131279  0.
   0.          0.70345223  0.          0.16226821  0.          0.
   0.          0.55000776  0.08323502  0.          0.          0.
   0.          0.          0.          0.         -0.14088392  0.
   0.          0.5619236   0.04779312  0.          0.          0.
   0.         -0.08844414  0.          0.          0.          0.
   0.10292698  0.          0.          0.         -1.49166155  0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.40994263  0.          0.          0.          0.          0.
   0.          0.          0.          0.         -0.45709018  0.
   0.         -0.08222266  0.         -0.09765809 -0.13553696  0.
   0.          0.          0.          0.          0.9706573  -0.2165124
   0.01829981  0.          0.24996209  0.          0.          0.
   0.          0.          0.40594948  0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]",[-0.15116735],[13],0.375,0.375,0.5,50,100,0
"[[ 1.0202878   0.24374826  0.          0.          0.         -0.307248
   0.          0.56006709  0.53615195  0.53135321  0.         -0.02743111
   0.          0.11166378  0.          0.          0.          0.
   0.         -0.47485879 -0.03183945  0.          0.          0.05903393
   0.          0.          0.          0.          0.11596641  0.75619439
   0.          0.          0.          0.          0.          0.
   0.          0.13415265  0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.00652003
   0.         -0.37905959  0.24782517 -0.21460177  0.         -0.70884638
   0.          0.          0.          0.          0.         -0.06479416
   0.          0.          0.41395219  0.         -0.24364148  0.
   0.          0.          0.29041559  0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.1141952   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.13587547  0.         -0.13388777  0.          0.
   0.          0.          0.          0.        ]]",[-0.30970333],[12],0.35714285714285715,0.35714285714285715,0.5,50,100,0
"[[ 0.33242273  0.7274239   0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.08782067
   0.          0.7681645   0.          0.         -0.3740777   0.
   0.          0.          0.          0.          0.          0.1328971
   0.28120023  0.          0.          0.48407576  0.         -0.31578632
   0.          0.          0.         -0.05524667  0.          0.
   0.          0.5555111   0.          0.          0.          0.
   0.          0.          0.          0.          0.         -0.00194999
   0.          0.06111726 -0.03236653 -0.05551861  0.          0.
   0.          0.          0.          0.          0.38944654  0.72093765
   0.23861029  0.13852221  0.          0.15973076  0.         -0.19498113
   0.          0.          0.          0.          0.36580124  0.
   0.          0.          0.          0.          0.         -0.17093362
   0.          0.          0.         -0.20628069 -1.03600697  0.
   0.          0.          0.          0.          0.          0.
   0.35979476  0.          0.          0.          0.          0.
   0.         -0.05523723  0.          0.        ]]",[0.],[12],0.4,0.39999999999999997,0.5,50,100,0
"[[ 0.32972858  0.10897154  0.33517186  0.          0.          0.30412311
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.72661523  0.54515569  0.          0.30007923  0.          0.
   0.          0.         -0.10657978 -0.60715974  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.80928436  0.         -0.1419555   0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.06647709  0.          0.
   0.57780189  0.          0.          0.         -0.10004134  0.06693228
  -0.03922035  0.          0.          0.          0.          0.
   0.11758211 -0.54231424  0.         -0.11404855 -0.8317107   0.
   0.         -0.7653614  -0.12118849  0.          0.          0.
   0.          0.          0.04282622  0.          0.         -0.23150931
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.         -0.19043027  0.        ]]",[0.],[12],0.5952380952380952,0.5952380952380953,0.5,50,100,0
"[[ 1.76586498  0.          0.          0.          1.28059981  0.
   0.         -0.0226753   0.          0.          0.          0.
   0.          0.          0.09439527  0.45154764  0.          0.
   0.          0.          0.         -0.01388358  0.          0.
   0.          0.          0.          0.          0.         -0.28250836
   0.         -0.07437906  0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.05759729  0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.         -0.12339611  0.          0.          0.          0.
   0.         -0.07268831  0.          0.          0.         -0.24577498
   0.          0.          0.          0.32353463  0.23797195  0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.         -0.22336165  0.
   0.          0.          0.          0.          0.         -0.03048842
   0.          0.         -0.7286903  -0.7756998   0.          0.
   0.          0.          0.          0.        ]]",[0.],[13],0.6,0.6,0.5,50,100,0
"[[ 0.55957526  0.29813768  0.20844206  0.          0.          0.
   0.          0.          0.          0.43012172  0.          0.16866884
   0.         -0.71873767  0.          0.          0.          0.1859745
   0.62011467  0.          0.          0.          0.00127809  0.
   0.          0.53361872  0.          0.          0.          0.
   0.66173335  0.          0.          0.          0.          0.
   0.          0.          0.          0.78638474  0.         -0.37118261
   0.          0.          0.          0.          0.          0.
   0.          0.          0.26041971  0.          0.          0.
   0.          0.          0.         -0.16314073  0.          0.
  -0.19639187  0.          0.          0.          0.05913169  0.
   0.36716562 -0.20043939  0.         -0.14565872 -0.71978669  0.
   0.35219347  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.19255409  0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]",[-0.04452011],[12],0.6666666666666666,0.6666666666666666,0.5,50,100,0
"[[ 0.31519005  0.56236708  0.24022263  0.          0.          0.
   0.          0.          0.          0.          0.41044312  0.
  -0.0112699   0.          0.          0.          0.          0.
   0.15187265  0.          0.02641778  0.          0.          0.
   0.          0.1569111   0.         -0.20790464  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.         -0.45212296  0.          0.91501615  0.          0.
   0.          0.          0.          0.29841728  0.          0.
  -0.14770338 -0.28358234  0.          0.37512138 -0.16980152  0.
   0.          0.02481014 -0.01504038  0.          0.          0.
   0.          0.          0.         -0.29358213 -0.38671004  0.
   0.          0.          0.          0.          0.          0.
  -1.35724664  0.          0.          0.          0.         -0.05767175
   0.          0.          0.          0.          0.          0.
  -0.4071876   0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]",[0.42268539],[13],0.6,0.6,0.5,50,100,0
"[[ 1.30927704  0.          0.36141649  0.13354554  0.          0.
   0.          0.          0.          0.          0.          0.
   0.42442602  0.          0.          0.          0.          0.
   0.          0.46372577  0.         -0.28543499 -0.09269511  0.
   0.          0.25450942  0.          0.          0.          0.
   0.97718689  0.1871896   0.          0.          0.          0.
   0.          0.         -0.53717024  0.          0.          0.
   0.          0.          0.          0.          0.08503894  0.
   0.          0.          0.          0.15194273  0.          0.
   0.          0.          0.          0.37420853  0.          0.
   0.          0.          0.          0.          0.          0.
   0.10033554  0.          0.          0.          0.          0.
  -0.07499339  0.          0.          0.          0.          0.
   0.          0.35691247  0.20916761  0.          0.          0.
   0.          0.          0.          0.14650784  0.86750887  0.
   0.          0.          0.10662527  0.          0.          0.08326547
   0.          0.          0.          0.1109191 ]]",[0.00090487],[12],0.375,0.375,0.5,50,100,0
"[[ 1.40645558  0.          0.          0.          0.          0.40430141
   0.          0.          0.04212828  0.         -0.15264277  0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.03600859 -0.11830898  0.
   0.28423042  0.          0.         -0.14761403  0.         -0.54979734
   0.          0.          0.          0.          0.          0.4314262
   0.          0.          0.          0.          0.          0.
   0.         -0.04399148 -0.00914568 -0.16307882  0.          0.53821388
   0.          0.          0.          0.          0.02415233  0.
   0.          0.         -0.3605896   0.          0.          0.89588389
   0.          0.80707391  0.          0.          0.1481298   0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.11238729  0.         -0.02097846  0.
   0.          0.          0.09414184  0.          0.          0.
   0.          0.          0.          0.58036655  0.          0.
   0.          0.          0.          0.22236244  0.03737643  0.
   0.          0.          0.          0.        ]]",[-0.35525546],[13],0.7916666666666667,0.7916666666666666,0.5,50,100,0
"[[ 0.04193644  0.          0.          0.          0.          0.
   0.          0.         -0.1523172   0.          0.15578939  0.
   0.12711943  0.         -0.24217681 -0.26339594 -0.10320293  0.
   0.         -0.83919419 -0.33541488  0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.         -0.31180431  0.19344203  0.28172026  0.30897314
  -0.46273517  0.          0.11950489  0.          0.          0.
  -0.58246673  0.05127018  0.4352736   0.          0.          0.
   0.          0.          0.          0.          0.5991282   0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.         -0.34521821 -0.61377043
  -0.08904378 -0.07925342  0.          0.          0.          0.
   0.          0.          0.          0.          0.         -0.09490294
   0.          0.          0.         -0.35862366  0.          0.
  -0.0716503   0.          0.          0.          0.          0.
   0.          0.         -0.87742806  0.        ]]",[-0.59940194],[17],0.8333333333333333,0.8333333333333334,0.5,50,100,0
"[[ 0.2319731   0.          0.          0.57498006  0.          0.
   0.          0.          0.          0.         -0.12348328  0.
  -0.02682999  0.12256342  0.          0.          0.          0.
   0.          0.04923157  0.          0.          0.          0.
   0.          0.          0.25857016  0.          0.         -0.17737046
   0.55135474  0.          0.          0.2344213   0.          0.06103534
   0.          0.         -0.07429991  0.          0.          0.38465359
   0.          0.          0.          0.04951231  0.58855055  0.47363287
   0.          0.53304167  0.60496527 -0.02186885  0.          0.
   0.          0.16580381  0.          0.         -0.18717279  0.
   0.          0.91182349  0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.         -0.00345483 -0.5504376   0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.         -0.18264614  0.01576522  0.          0.          0.13082394
  -0.74765539  0.          0.         -0.16952558  0.          0.
   0.          0.          0.          0.        ]]",[0.39713016],[15],0.30952380952380953,0.30952380952380953,0.5,50,100,0
"[[ 1.82304784e+00  1.52951446e+00  0.00000000e+00  5.64318925e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.01733766e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  -3.00148196e-01  0.00000000e+00  0.00000000e+00 -1.70422091e-01
   0.00000000e+00  0.00000000e+00 -4.03274610e-01  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.80097948e-02  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  -1.67682730e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00 -1.69625973e-01  2.10260037e-01  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  2.96215087e-01  7.96744803e-02
   0.00000000e+00 -3.47788400e-02  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.90944809e-02  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.56186585e-01
   3.08172669e-01 -1.01040383e-01  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  6.11282883e-01  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]",[-0.11427227],[13],0.6,0.6,0.5,50,100,0
"[[ 0.73573979  0.73694636  0.          0.          0.45085287  0.00917645
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.42687875  0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.         -0.0609002   0.          0.          0.          0.
   0.          0.          0.02745233  0.68700371  0.          0.
   0.          0.         -0.4542545   0.          0.          0.
   0.86376214  0.          0.          0.          0.          0.
   0.          0.          0.54982471  0.          0.          0.
   0.          0.          0.          0.          0.          0.05456433
  -0.01188513  0.          0.          0.06235334  0.39519712  0.
   0.          0.18117469  0.          0.         -0.04706661 -0.34983615
   0.02725036  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.25783181  0.
   0.          0.          0.          0.          0.          0.
   0.          0.69898144  0.          0.        ]]",[0.],[12],0.5952380952380952,0.5952380952380953,0.5,50,100,0
"[[ 0.68142313  0.          0.          0.          0.          0.
   0.          0.25757329  0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.96774014
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.         -0.38736589  0.
   0.          0.          0.53546157  0.          0.          0.
   0.          0.         -0.17196925  0.          0.          0.
   0.         -0.59746676 -0.07541339  0.          0.00431423  0.
   0.          0.         -0.32209001  0.29828423  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.19481198
   0.          0.04557773  0.          0.50793633 -0.18796416  0.
  -0.65145036  0.          0.          0.          0.          0.
   0.          0.09386114  0.          0.28441607 -0.08445409 -0.37453134
   0.          0.45985292  0.         -0.22748605 -0.46345781 -0.35867542
   0.          0.          0.          0.         -0.01126913  0.
   0.          0.          0.         -0.34001162]]",[0.],[13],0.6666666666666667,0.6666666666666666,0.5,50,100,0
"[[ 1.26764688  0.41962641  0.          0.          0.          0.
   0.17584358  0.10576518  0.          0.44495542  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.25644036  0.          0.
   0.          0.          0.          0.          0.79542018  0.
   0.5415594   0.86622812  0.          0.          0.18049546  0.
   0.          0.          0.          0.          0.          0.12988365
   0.          0.          0.          0.          0.          0.
   0.05112557 -0.20814993  0.          0.15046922  0.          0.
   0.          0.          0.          0.          0.         -0.06124218
  -0.65477397  0.          0.44123418  0.          0.          0.
   0.          0.          0.          0.         -0.23780984  0.
   0.         -0.59605772  0.          0.16754652  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.03433527  0.          0.02642807  0.        ]]",[0.],[12],0.8333333333333333,0.8333333333333334,0.5,50,100,0
"[[ 1.50665679e+00  0.00000000e+00  0.00000000e+00  2.30603729e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   9.31228249e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
  -4.56957539e-04  0.00000000e+00 -2.26658564e-01  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   9.64147939e-02  0.00000000e+00  0.00000000e+00  4.01356456e-01
   0.00000000e+00  1.48874470e-01  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00 -5.46814189e-01  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00 -7.05541212e-02  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.38468851e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  -1.45453316e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00 -4.06919271e-01  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.18827508e-01  0.00000000e+00  7.88788816e-01
   0.00000000e+00  1.79015067e-01  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00 -1.86678576e-01  0.00000000e+00
   0.00000000e+00  0.00000000e+00 -8.87300254e-01  0.00000000e+00]]",[0.],[12],0.7916666666666667,0.7916666666666667,0.5,50,100,0
"[[ 1.44961561  0.23812217  0.          0.          0.          0.30736334
  -0.39403764  0.          0.          0.          0.30093319  0.
   0.          0.          0.          0.86211509  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.28350736  0.          0.          0.
   0.          0.          0.          0.          0.26488649  0.05175983
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.20748686  0.          0.          0.          0.
   0.          0.          0.          0.         -0.48505999  0.
   0.          0.          0.          0.40334871 -0.11896064  0.
   0.          0.          0.          0.          0.13255433 -0.75405438
   0.          0.          0.          0.          0.03039318  0.
   0.         -0.30939934  0.04323423  0.          0.          0.04789762
   0.22757533  0.          0.          0.          0.          0.
   0.          0.4970202   0.          0.          0.          0.
   0.          0.          0.3265399  -0.38497635]]",[0.14425084],[15],0.5,0.5,0.5,50,100,0
"[[ 0.54326009  0.49383342  0.          0.          0.          0.82129874
   0.75955154  0.          0.          0.          0.          0.26862592
   0.          0.          0.          0.          0.          0.
   0.          0.5102856   0.          0.          0.03217412  0.
   0.7640692   0.          0.          0.          0.          0.
   0.          0.26690119  0.          0.5544753   0.         -0.02473893
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.09183398  0.          0.12759031  0.
   0.          0.          0.          0.          0.         -0.23519504
   0.          0.          0.23662867  0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.14882931  0.          0.
   0.          0.          0.          0.          0.         -1.08024982
  -0.16008793  0.         -0.00428397 -0.24047837  0.          0.
   0.1268735   0.          0.07557938  0.14824065]]",[0.22782829],[12],0.5238095238095238,0.5238095238095237,0.5,50,100,0
"[[ 1.04261828  0.53207272  0.          0.          0.          0.3056433
   0.32950834  0.73909293  0.38129864  0.          0.         -0.24714911
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.24629402  0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.43442603  0.          0.04573135
   0.          0.          0.58359977  0.          0.          0.04862339
   0.          0.          0.          0.          0.1541336   0.
   0.23864525  0.50384648  0.          0.          0.          0.
   0.          0.         -0.48602815  0.          0.          0.
   0.         -0.71854487  0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.11710354  0.          0.          0.          0.          0.52337504
   0.          0.          0.          0.        ]]",[0.],[12],0.8571428571428572,0.8571428571428572,0.5,50,100,0
