Betas,Intercept,Iterations,Balanced Accuracy,Roc_Auc,p,n,d,g
"[[ 0.58707429  1.11971913  0.          0.          0.49667094  0.
   0.98320882 -0.42692805  0.          0.          0.00858485  0.
   0.          0.          0.01651509  0.          0.52926638  0.
   0.03177021  0.          0.          0.37382609  0.          0.
   0.         -0.26244527  0.          0.          0.06428757  0.
   0.         -0.28400484 -0.15432173  0.          0.          0.
   0.15117518  0.         -0.26511568  0.          0.          0.
   0.         -0.7239093   0.13745525 -0.14045554  0.00995518  0.12737958
  -0.0119595   0.          0.36738338  0.          0.          0.
   0.53502983  0.30624256  0.14393978  0.35330982  0.13062108 -0.60981277
  -0.0922755   0.          0.          0.72686788  0.10121182  0.48528583
   0.          0.          0.          0.00544301  0.          0.17918118
   0.01894288  0.          0.42276007  0.          0.02471212 -0.40674921
  -0.42868039  0.          0.          0.43309667  0.34403882  0.49326089
  -0.01988125  0.          0.03518919 -0.23282683  0.         -0.2754674
  -0.25921424  0.29571647  0.15306554  0.          0.          0.
  -0.23681038  0.          0.          0.        ]]",[0.],[14],0.5151515151515151,0.5151515151515152,0.5,100,100,0
"[[ 0.94906258  0.          0.          0.33543869  0.          0.
  -0.13842588  0.24472971  0.          0.          0.          0.48737946
   0.          0.84897832  0.22161646  0.          0.16242407  0.5932269
   0.70776959  0.          0.          0.          0.          0.28850725
   0.55465639  0.2816705  -0.00382386  0.         -0.03499572  0.53120914
   0.         -0.8766224   0.          0.1011742  -0.47598777  0.37221749
   0.03545047  0.         -0.23538192 -0.51174122 -0.11788194  0.
   0.          0.37849096  0.28481875  0.651023    0.          0.01711311
   0.00469045 -0.35156601 -0.44972066  0.31248712  0.          0.31241436
   0.50687312 -0.07488163 -0.08737474  0.          0.          0.
   0.          0.          0.          0.         -0.06439581  0.
   0.          0.          0.01419202  0.74333108  0.14817735  0.
   0.          0.18828467 -0.42627398  0.061016    0.          0.
   0.          0.          0.01903832  0.34927305  0.42727862  0.
  -0.20333706  0.          0.          0.          0.          0.
   0.          0.          0.18719234  0.          0.          0.
   0.          0.32733262  0.04590174  0.        ]]",[0.22291206],[13],0.6,0.6,0.5,100,100,0
"[[ 1.43491861  0.51087962  0.30573694  0.36617505  0.          0.192494
   0.          0.25901077 -0.12043896  0.          0.0226716  -0.56080702
   0.          0.          0.          0.          0.24013688  0.
   0.          0.          0.          0.          0.         -0.00829519
  -0.37425812  0.          0.          0.60794678  0.75443702 -0.04589071
   0.         -0.09791061  0.          0.46435901  0.          0.
   0.          0.53174109 -0.2684094   0.          0.48987097  0.
   0.          0.54772198  0.          0.          0.03253678  0.
   0.          0.          0.89757043  0.          0.          0.03139925
   0.32249899  0.          0.12837488  0.         -0.45942551  0.
   0.0531008   0.          0.         -0.11733584  0.16773384  0.
   0.         -0.53466912  0.          0.          0.20529866  0.
   0.          0.40056792  0.         -0.4406325   0.          0.
   0.          0.11753275  0.00603434  0.          0.          0.
   0.3852055   0.47386008 -0.08192887  0.          0.          0.24991449
   0.          0.          0.          0.         -0.17208989  0.
   0.          0.          0.37388479  0.        ]]",[0.02154711],[13],0.8131868131868132,0.8131868131868132,0.5,100,100,0
"[[ 1.26159924  0.19686557  0.29070423  0.20040196  0.39838483  0.
   0.          0.         -0.07558154  0.          0.          0.
   0.          0.03169227  0.42318396  0.06293147  0.          0.
   0.         -0.25086286  0.         -0.04531789 -0.17475985  0.
   0.          0.42319178  0.         -0.46749333  0.52546338  0.
  -0.22779676  0.          0.3391911   0.          0.41246273  0.
   0.          0.          0.          0.          0.         -0.03516884
   0.0876489   0.25214936 -0.62016738  0.         -0.34291791 -0.26204421
   0.54311067  0.         -0.1295043   0.          0.          0.
   0.          0.42757691  0.40838765  0.          0.         -0.18477349
  -0.41290311  0.          0.28492978  0.         -0.21829876  0.
  -0.18716718  0.          0.          0.          0.          0.
  -0.09673763 -0.44572292  0.          0.          0.00785818  0.
   0.00230977  0.         -0.09123799  0.          0.47519114 -0.60050305
   0.          0.          0.         -0.51842272  0.          0.30921532
   0.          0.          0.          0.          0.         -0.24133768
  -0.71617801  0.          0.77071548  0.32782261]]",[0.0470392],[13],0.6458333333333333,0.6458333333333333,0.5,100,100,0
"[[ 1.97388512  0.73061498  0.56160569  0.77800212  0.0379111   0.
   0.          0.          0.          0.          0.         -0.13259682
   0.          0.          0.31119479  0.0572719   0.          0.
   0.          0.          0.          0.49074221 -0.06144394  0.
   0.          0.05088191  0.3174822   0.          0.04302657  0.24225091
  -0.0543661   0.         -0.01216968  0.          0.         -0.45820435
   0.          0.         -0.05704803  0.          0.05092554  0.
   0.          0.28599201  0.         -0.34496107  0.         -0.04886098
   0.          0.79687624  0.          0.          0.         -0.21627231
   0.          0.          0.2833737   0.         -0.05751801 -0.11152435
  -0.3002427   0.          0.          0.         -0.25054144 -0.1167555
   0.4464014   0.3005986   0.          0.          0.         -0.23495792
   0.          0.2845333  -0.51187982 -0.512181    0.          0.
   0.          0.         -0.1974524   0.          0.          0.
   0.         -0.64663469  0.17556392  0.          0.83255216  0.
  -0.11527231  0.57887367  0.          0.          0.36514243  0.
   0.          0.          0.          0.        ]]",[0.],[14],0.6313131313131313,0.6313131313131313,0.5,100,100,0
"[[ 2.89531441  0.31938374  0.2650732   0.96326826  0.          0.
   0.          0.          0.          0.64207494  0.          0.
   0.          0.56333788  0.          1.18585426  0.          0.
   0.          0.30485075  0.          0.18087951  0.         -0.17291864
  -0.00762964  0.          0.          0.64443182  0.          0.
   0.          0.          0.          0.          0.          0.
   0.10394511  0.          0.          0.          0.          0.
   0.12893522  0.03807219  0.          0.          0.10730796  0.39443504
   0.33851737  0.4479824   0.          0.10855394  0.          0.
   0.          0.          0.          0.          0.          0.33384914
   0.          0.          0.33353077  0.         -0.12621281 -0.08484945
   0.          0.          0.         -0.20545284 -0.03219275  0.10506774
   0.          0.          0.05815849 -0.08081971  0.          0.
  -0.41666765  0.          0.          0.         -0.03735277  0.
  -0.36729877  0.          0.          0.          0.          0.09204831
   0.          0.          0.          0.          0.          0.
   0.          0.07618924  0.          0.        ]]",[-0.10134633],[13],0.7307692307692308,0.7307692307692308,0.5,100,100,0
"[[ 0.79293382  1.40012127  0.43042903  0.          0.63254226  0.19030492
   0.78705522  0.         -0.08836932 -0.29825779  0.          0.06951224
   0.38907246  0.          0.          0.          0.          0.
  -0.13699954 -0.12862307  0.         -0.03913369  0.          0.41013878
  -0.14055464 -0.45387334 -0.4593385   0.51105575  0.          0.
   0.          0.5353815   0.          0.          0.37937352  0.
   0.41688346  0.04142506  0.          0.          0.          0.
   0.10674179 -0.37523461  0.          0.          0.          0.
   0.          0.          0.04309452  0.89894662  0.          0.
   0.          0.20118441  0.         -0.21235973  0.          0.
  -0.07896442 -0.1486034   0.          0.05140699 -0.44207657  0.
   0.          0.          0.57501611  0.11068629  0.          0.37173783
   0.         -0.30695167 -0.17709393 -0.28584288  0.          0.
   0.          0.03482579  0.         -0.16202528 -0.10628751  0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.         -0.61418069 -0.17021977
   0.         -0.02992526 -0.25740632  0.        ]]",[0.22091706],[13],0.8080808080808081,0.8080808080808081,0.5,100,100,0
"[[ 1.37487957  1.11498131  0.          0.          0.42025622  0.
   0.          0.69731898  0.         -0.14823957  0.          0.
  -0.42035184  0.          0.          0.          0.          0.
  -0.1775735   0.          0.          0.15473695  0.58584426 -0.44282784
   0.          0.          0.02502617  0.         -0.15676123  0.
   0.          0.32136573  0.1416744   0.          0.5684328   0.05459456
   0.          0.          0.          0.          0.          0.
  -0.40253499  0.          0.40060804  0.22944279  0.          0.
   0.          0.          0.          0.          0.          0.93819873
   0.          0.          0.          0.          0.          0.
  -0.63061536  0.         -0.15029941  0.          0.          0.
   0.          0.         -0.01132293  0.          0.01091099 -0.51632247
   0.          0.          0.         -0.51116465 -0.24452835 -0.36214063
   0.          0.          0.          0.         -0.09501954  0.
   1.0303853  -0.07023494  0.19126649  0.          0.25235255  0.
   0.0366297   0.          0.          0.          0.         -0.39495632
   0.          0.          0.20775464  0.        ]]",[0.78934938],[13],0.7291666666666667,0.7291666666666665,0.5,100,100,0
"[[ 1.29964589  0.23893288  0.          0.          0.40379393  0.81747575
   0.20512296  0.02174599  0.          0.36079844 -0.03212889  0.52433008
   0.11697549  0.84187926  0.3134419   0.29527859  0.          0.
   0.          0.         -0.48302817  0.48564353  0.          0.
   0.         -1.12436141  0.          0.          0.          0.
   0.21554828 -0.15045564  0.          0.          0.          0.
   0.          0.          0.         -0.47492136  0.          0.
   0.          0.14487402  0.43626559  0.          0.          0.11558272
   0.          0.          0.05105604  0.          0.          0.5100179
   0.         -0.12607817  0.          0.17918953  0.          0.
  -0.48123375  0.          0.         -0.3665029   0.03218337  0.
   0.         -0.03528346  0.          0.          0.          0.3040924
   0.          0.          0.59234011  0.06081356  0.          0.03083734
   0.06745833  0.20130418  0.60698162  0.          0.          0.
  -0.29301568  0.          0.13237213  0.         -0.2575959   0.11969029
   0.34877356 -0.61953117  0.          0.31647797  0.          0.
   0.          0.          0.          0.06304737]]",[-0.3735382],[13],0.7070707070707071,0.7070707070707071,0.5,100,100,0
"[[ 1.74437293  0.          0.71680089  0.41089234  0.          0.
   0.          0.          0.         -0.19644683  0.27260481  0.
  -0.06536859  0.          0.         -0.35759637  0.          0.
   0.         -0.1454257   0.          0.          0.07426341  0.06213588
   0.47322168 -0.24652131 -0.16623007 -0.07694718  0.47664757  0.
  -0.14219098  0.          0.          0.          0.          0.
   0.          0.28813782 -0.10819443 -0.57584202  0.03356891  0.
   0.          0.          0.          0.          0.01900075  0.
   0.         -0.61331117  0.23021458  0.          0.          0.
   0.         -0.17963691  0.          0.          0.          0.44501829
  -0.18034342  0.          0.          0.          0.          0.
  -0.05760433  0.          0.43345787  0.          0.          0.07468683
   0.          0.         -0.45935987  0.          0.60177456  0.
   0.          0.61001194  0.         -0.14320047  0.         -0.2454592
   0.          0.          0.          0.37802712 -0.3371184   0.
  -0.21076605  0.         -0.71027131  0.          0.          0.05702609
   0.          0.          0.33562916  0.        ]]",[-0.53719775],[13],0.6,0.5999999999999999,0.5,100,100,0
"[[ 1.6405546   0.83303954  0.          0.          0.16829624  0.
   0.27626666  0.         -0.81307567  0.         -0.47169832  0.
   0.          0.06014127  0.          0.          0.07715181 -0.07409723
  -0.31807304  0.          0.          0.29195301 -0.02411226  0.05662603
   0.         -0.10691528  0.          0.22510816  0.         -0.36181213
  -0.22845337  0.          0.          0.         -0.81953817 -0.43595436
   0.          0.45910273  0.37895333  0.          0.          0.0019042
   0.         -0.14992038  0.         -0.45407288  0.         -0.12444483
   0.          0.          0.          0.         -0.41044447  0.
   0.70713917  0.         -0.63975074  0.          0.          0.00179425
  -0.06000516  0.          0.          0.         -0.22322654  0.20904708
  -0.18304128  0.          0.         -0.07010602  0.40300968 -1.08098539
   0.27322755  0.          0.          0.         -0.22466464  0.08701658
   0.          0.          0.          0.12991916  0.          0.
  -0.07717347  0.28444495  0.          0.          0.0911221   0.
   0.          0.          0.          0.         -0.27330857 -0.12823867
  -0.04096522  0.          0.          0.        ]]",[-0.05862979],[13],0.3838383838383838,0.3838383838383838,0.5,100,100,0
"[[ 1.21027006e+00  5.65756135e-01  4.19339147e-01  7.16860916e-01
   5.31143967e-01  3.18368352e-01  5.68807310e-01  0.00000000e+00
  -5.51035331e-02 -1.70393778e-01  0.00000000e+00  0.00000000e+00
   8.21402034e-01  2.97712171e-01  2.46184862e-02  7.58708611e-02
  -1.86554438e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  7.09740720e-02  4.08210948e-01
   0.00000000e+00  3.03261283e-01 -8.18439777e-02  0.00000000e+00
   2.97108668e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.82329218e-01
   0.00000000e+00 -3.29603114e-01  0.00000000e+00  6.30582806e-01
  -2.13265990e-01  0.00000000e+00  1.96384408e-01 -3.88860029e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.85144561e-01
   0.00000000e+00 -4.01687269e-02  0.00000000e+00  1.34871832e-01
   0.00000000e+00 -8.59195277e-02  0.00000000e+00 -5.27350340e-01
   2.33350693e-01  0.00000000e+00  3.27633786e-02  1.28014024e-02
   0.00000000e+00 -4.62458623e-01  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  1.58047647e-01
   0.00000000e+00 -8.31394387e-02  2.93226364e-01  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.79494016e-02
   1.19023452e-03  0.00000000e+00  0.00000000e+00  3.24753173e-01
  -6.02528619e-01  0.00000000e+00  8.54973781e-01  0.00000000e+00]]",[-0.12254165],[12],0.7,0.7,0.5,100,100,0
"[[ 1.48115372  0.7985341   0.97364331  0.          0.          0.
   0.43505267  0.          0.03844667  0.2342299   0.65098962  0.
  -0.62193421  0.          0.49871378  0.          0.          0.
   0.          0.          0.          0.22082369  0.          0.
   0.          0.          0.          0.00673844  0.          0.286051
   0.          0.01116522  0.          0.          0.          0.
   0.          0.21936127  0.         -0.27371909 -0.24028922  0.
   0.          0.         -0.0959023   0.23067001  0.          0.
   0.          0.1059826   0.60334138  0.59473864  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.27673318  0.
   0.          0.17077265 -0.59692567  0.40936007  0.          0.20200786
   0.         -0.03919887  0.          0.         -0.33071574  0.
   0.          0.37250239 -0.12272557 -0.42677865  0.          0.
   0.          0.36088683  0.17670074  0.          0.         -0.56457051
   0.          0.          0.          0.          0.          0.19715496
   0.          0.          0.          0.        ]]",[-0.33550146],[14],0.45,0.44999999999999996,0.5,100,100,0
"[[ 1.21147915e+00  1.21376917e-01  9.94897620e-01  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.59404685e-01  0.00000000e+00 -2.90989122e-02
  -2.18298605e-01  0.00000000e+00  0.00000000e+00 -1.80224223e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  2.55132826e-01
   2.51769341e-01  6.76960674e-01  0.00000000e+00  2.88722854e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  1.25485559e-02
   0.00000000e+00  0.00000000e+00 -4.89981723e-01  0.00000000e+00
  -1.76920555e-01  1.07667853e-01  2.38140446e-01  4.97308300e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  1.45336439e-01
  -2.94235730e-01  0.00000000e+00 -2.36071536e-01  0.00000000e+00
   8.63320795e-01  0.00000000e+00 -3.41024543e-01  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  7.68773380e-01
  -5.03644414e-03  0.00000000e+00  0.00000000e+00 -4.87672254e-01
   0.00000000e+00 -4.64090557e-01  0.00000000e+00  5.10471088e-02
   0.00000000e+00 -6.09599227e-01  0.00000000e+00  0.00000000e+00
  -2.63294347e-04  0.00000000e+00  0.00000000e+00 -2.81958217e-01
  -3.10627982e-01 -5.24523437e-01  0.00000000e+00  0.00000000e+00
  -2.31356438e-01  0.00000000e+00  1.02431417e-02 -5.33433315e-01
   0.00000000e+00  0.00000000e+00  1.44557960e-01 -7.37630563e-01
  -1.16045952e-01  0.00000000e+00  4.03474417e-01  0.00000000e+00
  -1.48496537e-01 -9.10258563e-02  2.88261057e-01 -4.28133084e-01
   0.00000000e+00  9.94479924e-02  0.00000000e+00 -1.90183945e-01]]",[0.03322186],[13],0.6515151515151515,0.6515151515151515,0.5,100,100,0
