lambda,beta,intercept,converged_iter,roc_auc,pr_auc,precision,recall,f1,balanced_accuracy,p,n,d,g
0.46415888336127775,"[ 1.15337636  0.38861819  0.32841479  0.26493524  0.24520254  0.24284268
  0.25535308  0.51724451 -0.02722712  0.23910742 -0.03511792 -0.18726602
 -0.25325502  0.36322496 -0.08715184  0.43977087  0.04778424  0.04643794
  0.19541406 -0.00868733 -0.09872601 -0.12698588 -0.10636888 -0.19242025
 -0.17255025 -0.18693051  0.15298166 -0.15672771  0.16155037 -0.20999003
  0.02272755 -0.05415868]",-4.47595680568241,31,0.8237347294938918,0.35392638060785414,1.0,0.1111111111111111,0.2,0.5555555555555556,0.05,1000,32,0
1.2915496650148828,"[ 0.90366618  0.44842855  0.          0.16692279 -0.10526943  0.
  0.35862449 -0.38759982  0.22077701  0.34628649  0.13944195  0.03321735
  0.14760473  0.0013521  -0.0383013   0.0219802   0.          0.40137339
  0.11172851 -0.28590351  0.1200855   0.08213123  0.01909807  0.11540196
 -0.11180019 -0.13907612 -0.04558928  0.          0.          0.16721906
  0.00728726  0.        ]",-3.6837951894821996,21,0.876672484002327,0.2139201953857126,0.0,0.0,0.0,0.4973821989528796,0.05,1000,32,0
0.001,"[ 1.23216751  0.85262178  0.75128257  0.27708896  0.22728565  0.14514834
  0.44190113  0.36953379  0.16997711 -0.11290221  0.08676879  0.1254747
 -0.25961797  0.0264238   0.63981416 -0.10361271  0.017668   -0.09038443
  0.21427171 -0.34454706 -0.16609251  0.36225678  0.07549148  0.37372805
  0.09575067  0.25774534 -0.17037084 -0.1151282   0.0983729   0.09473997
  0.16399666 -0.32195307]",-4.559965609966233,41,0.9374358974358975,0.18743589743589745,0.0,0.0,0.0,0.4897435897435897,0.05,1000,32,0
1.2915496650148828,"[ 0.87983679  0.20519325 -0.11021934  0.          0.17015449  0.40464198
  0.09706369 -0.03395027  0.17067789  0.28347229  0.28170181  0.
 -0.25870259  0.11951498  0.          0.          0.40325606  0.12259094
  0.13473162  0.03597557  0.04716115  0.11841443  0.30073057 -0.09891142
  0.05265679 -0.03646151  0.08293219  0.          0.         -0.0602271
 -0.23713783  0.        ]",-3.7959324119968607,19,0.7428385416666667,0.32371244970093443,1.0,0.125,0.2222222222222222,0.5625,0.05,1000,32,0
1.2915496650148828,"[ 1.30305141e+00  4.07586087e-01  1.36016904e-01  4.11495817e-01
  9.06616025e-02  5.03535360e-02  2.07866997e-01  2.42824564e-01
  1.15231173e-01  2.16048637e-01 -8.20404375e-02  1.57682877e-01
  1.16271579e-01  0.00000000e+00 -3.47267290e-02  6.64749060e-02
  5.94861799e-03 -4.14139245e-02  1.13009213e-01  1.97235575e-05
  1.48727460e-01 -1.56279407e-01  1.72702561e-01  6.59712087e-02
  0.00000000e+00  4.04593377e-02  1.13597543e-01 -5.65356281e-02
 -4.04553748e-02  0.00000000e+00 -1.65152492e-01  1.26163830e-01]",-3.7530180136836155,25,0.7236765561372891,0.2020487733398092,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.5503199534613147,0.05,1000,32,0
0.021544346900318832,"[ 1.40635761  0.48332606  0.41725309  0.2324613   0.03786185  0.27965803
  0.49121374  0.51689169  0.02952546  0.18325366  0.15499077  0.29351921
  0.15238096 -0.22133796  0.05406661  0.02488319  0.15847206  0.14776829
 -0.00598274  0.17536478  0.06952106  0.42780739  0.24453255 -0.18842647
  0.12772424 -0.02564537  0.04539635  0.19040618  0.07015728  0.29475037
  0.06465543 -0.1042026 ]",-4.161666371711626,33,0.7662760416666666,0.3685429606625259,0.6666666666666666,0.25,0.36363636363636365,0.6223958333333333,0.05,1000,32,0
10.0,"[0.70481578 0.23859551 0.         0.         0.01288123 0.
 0.         0.         0.13041206 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",-3.125959070415316,12,0.7209474463360473,0.22399192235033547,1.0,0.0,0.0,0.5,0.05,1000,32,0
3.593813663804626,"[ 0.85944666  0.62433842  0.16983888  0.31142421  0.15881556  0.
  0.1368036   0.          0.33302544  0.02010557  0.1157209   0.08126304
  0.11205546  0.         -0.13194927  0.21072042  0.          0.
  0.00851625  0.13206954  0.12062683  0.29043942 -0.03496022  0.00747885
 -0.23131621  0.3485979  -0.1942771   0.07444597 -0.05779033  0.21709618
  0.01414774  0.        ]",-3.84896624568202,21,0.8782552083333334,0.2596301750765531,0.0,0.0,0.0,0.4973958333333333,0.05,1000,32,0
3.593813663804626,"[ 0.89799044  0.26735686  0.246837    0.05799472  0.26523213  0.
  0.          0.08925739  0.          0.          0.          0.
  0.19488763 -0.12784871  0.          0.          0.2552367   0.
  0.          0.03748702  0.18872411  0.00510238  0.12632302  0.
  0.          0.04175291  0.20601684 -0.12688743  0.          0.
  0.         -0.05218547]",-3.8176084185462953,17,0.7963157894736842,0.21035016043251567,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[0.62764705 0.18979244 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.09594054
 0.08869885 0.        ]",-3.286574829390133,11,0.7903225806451613,0.3333831657014531,1.0,0.0,0.0,0.5,0.05,1000,32,0
0.46415888336127775,"[ 1.23049712  0.86551391  0.53539287  0.3186114   0.02188875  0.15317006
  0.14711317  0.3873883   0.21580934  0.          0.20051825  0.14189476
  0.2693925  -0.13881963 -0.07363176 -0.13418544  0.06657262  0.19175663
  0.10107938  0.04777001 -0.19176047 -0.0579326   0.38452279 -0.3539296
  0.34752755  0.          0.08194188  0.14449941  0.         -0.05365802
  0.16003909 -0.09093045]",-4.400934930826681,32,0.9046391752577321,0.5379616357877227,1.0,0.3333333333333333,0.5,0.6666666666666666,0.05,1000,32,0
3.593813663804626,"[ 0.98679927  0.48283498  0.          0.11578911  0.          0.27243681
  0.12592594  0.07763986  0.          0.          0.         -0.17248647
  0.05774201  0.05618797  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.01979811 -0.04382633  0.          0.12740988  0.11893512
  0.14808121  0.        ]",-3.7000909397902086,18,0.7983156028368794,0.24023940735452798,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[0.55214807 0.23958234 0.13358025 0.         0.         0.
 0.04086982 0.02412707 0.         0.01481631 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.06397079 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",-3.0431426255879215,10,0.8458406050029087,0.17299677033079164,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[ 0.50045223  0.14827838  0.24150389  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.03024875
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         -0.07177736  0.          0.
  0.          0.        ]",-3.157307034197701,10,0.8157552083333333,0.24504598340858216,1.0,0.0,0.0,0.5,0.05,1000,32,0
3.593813663804626,"[ 1.37202047  0.37000587  0.20567595  0.36409264  0.21281669  0.
  0.          0.          0.15620135  0.          0.          0.02612508
  0.14670744  0.07802098  0.          0.          0.          0.25212126
  0.          0.          0.          0.          0.          0.
 -0.02803196  0.          0.03048798  0.          0.          0.
 -0.25596933  0.09671652]",-4.205875710640027,26,0.9561170212765957,0.5098550888331022,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[ 0.75029823  0.52089451  0.12716687  0.          0.          0.
  0.00844428  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.08345636  0.          0.
  0.          0.          0.          0.          0.         -0.01735468
  0.          0.        ]",-3.405440602155619,13,0.7282347282347281,0.17540811457974,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[0.59571971 0.06855426 0.14121839 0.         0.02195479 0.
 0.         0.         0.14680587 0.         0.00243647 0.
 0.         0.         0.         0.         0.12774604 0.
 0.         0.         0.         0.         0.         0.
 0.         0.08993962 0.         0.         0.         0.
 0.08095364 0.        ]",-2.992779489587203,11,0.8278947368421052,0.2928593715615588,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[0.45383732 0.16165205 0.19008955 0.02173962 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.12646708
 0.         0.         0.         0.         0.         0.22067674
 0.         0.        ]",-3.236570484812759,10,0.7863475177304966,0.21664577400846735,1.0,0.0,0.0,0.5,0.05,1000,32,0
3.593813663804626,"[ 0.9781813   0.27839806  0.52365919  0.2505428   0.21934872  0.
  0.04035124  0.          0.02215717  0.          0.2476321   0.08572248
  0.07435741  0.27533072 -0.26948545  0.26695754  0.          0.
  0.         -0.13069234  0.54377556  0.04043321  0.19243975  0.09844859
  0.23459305 -0.07618276  0.28251867 -0.00957138  0.         -0.35209296
  0.07752907  0.        ]",-3.884160993078559,23,0.915066899360093,0.3312002181621981,1.0,0.0,0.0,0.5,0.05,1000,32,0
0.46415888336127775,"[ 0.9418482   0.53950386  0.7108154   0.49359698 -0.03312295  0.43069392
  0.29990091 -0.16135909 -0.40076325  0.15922905  0.16293572  0.12202329
  0.         -0.14059202  0.06902113 -0.21052227  0.10054618  0.18711875
  0.08842892  0.27477842  0.04305932  0.23670961  0.16061033  0.20031668
 -0.01620637  0.03102099  0.13341279 -0.33183325  0.05447879 -0.25624076
 -0.07538804  0.        ]",-4.1480675388452655,28,0.8738461538461538,0.27995276465684915,0.0,0.0,0.0,0.49743589743589745,0.05,1000,32,0
0.1668100537200059,"[ 0.97500896  1.00924687  0.42040763  0.05677014  0.36380076  0.
 -0.0445916   0.2883512  -0.11076183  0.25762501  0.13604021 -0.20065917
  0.28797603  0.15685521  0.16860028 -0.13459254  0.10432741  0.
  0.47746773 -0.07258211 -0.17071967  0.01620434 -0.51542791  0.28102043
  0.1594089   0.19507856 -0.08621291  0.          0.37446244  0.31301814
  0.51888476  0.14471574]",-4.372950963121971,32,0.7210197210197211,0.1342913518513016,0.0,0.0,0.0,0.4894179894179894,0.05,1000,32,0
10.0,"[0.74985093 0.20220282 0.         0.49807851 0.00835934 0.
 0.         0.07410989 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",-3.248172451031345,13,0.6926315789473685,0.22226143208200627,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[0.70073352 0.32860299 0.         0.         0.04466085 0.
 0.         0.         0.         0.36371066 0.         0.
 0.         0.         0.03444757 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",-3.311973193298301,12,0.6963157894736842,0.1980754743588906,1.0,0.0,0.0,0.5,0.05,1000,32,0
1.2915496650148828,"[ 1.64092895  0.46032719  0.25289618  0.3101448   0.39979765  0.2817258
  0.34816534  0.          0.12445768  0.53968522  0.57049986  0.1048621
  0.          0.          0.          0.          0.18830392 -0.04220123
  0.25682527  0.02812274  0.19557657 -0.21681217  0.0306581   0.21302023
 -0.15347599  0.07765854 -0.28337971  0.08254217 -0.03793518  0.14011369
 -0.00563963  0.07566136]",-4.500682593372541,37,0.8741258741258742,0.36081116612100445,0.5714285714285714,0.3076923076923077,0.4,0.6458247634718224,0.05,1000,32,0
10.0,"[0.6178339  0.46859872 0.         0.         0.         0.
 0.28605202 0.         0.         0.14629885 0.         0.
 0.         0.04219795 0.         0.11955126 0.         0.05769391
 0.0912961  0.         0.         0.         0.         0.
 0.         0.         0.         0.09640767 0.         0.
 0.         0.        ]",-3.080404131944381,12,0.9141376757957069,0.23522787244014867,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[0.57689399 0.06644525 0.         0.19490643 0.         0.
 0.         0.         0.         0.04719    0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.13583891 0.01067653 0.         0.
 0.         0.         0.06555873 0.         0.         0.
 0.         0.        ]",-3.0447135054017047,10,0.7838541666666667,0.26800766308129564,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[ 0.58713529  0.25965803  0.27902733  0.          0.12095443  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.14535355  0.          0.          0.
  0.          0.         -0.03820989  0.          0.12666228  0.
  0.          0.          0.          0.00394632  0.          0.
 -0.01222458  0.        ]",-3.0581801432144338,11,0.9047368421052632,0.4795837591176575,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[ 0.50972809  0.24742511  0.00693703  0.18510092  0.01445331  0.
  0.11022299  0.          0.          0.          0.          0.19821522
  0.10795707 -0.01303165  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
 -0.02108849  0.        ]",-3.1659192534992195,10,0.9410526315789474,0.664746533659577,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[0.85542712 0.         0.08409816 0.1712638  0.         0.05804049
 0.09838798 0.         0.13508902 0.         0.         0.
 0.         0.19878408 0.         0.11926677 0.         0.
 0.         0.         0.12558106 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",-3.2441599798049143,14,0.7889473684210526,0.11823118626207163,1.0,0.0,0.0,0.5,0.05,1000,32,0
3.593813663804626,"[ 0.91635154  0.5006938   0.06848018  0.37509941  0.12416488  0.
  0.          0.          0.08206276  0.          0.0058787   0.
  0.33772952  0.03076515  0.11558126  0.          0.          0.
  0.02194698  0.12964554  0.          0.         -0.06885311  0.
  0.16533295  0.02736376  0.08303434  0.          0.14715879  0.
  0.14263028  0.16925978]",-3.6286531131818163,18,0.8205868205868205,0.3123922009171968,0.0,0.0,0.0,0.4973544973544973,0.05,1000,32,0
10.0,"[ 0.86657437  0.35312079  0.2739586   0.00903975  0.          0.28566189
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.09094484  0.          0.
  0.          0.         -0.0420424   0.          0.          0.
  0.         -0.11798002  0.          0.          0.          0.
  0.          0.        ]",-3.4331515495639366,15,0.6683848797250859,0.21825606519645832,1.0,0.0,0.0,0.5,0.05,1000,32,0
3.593813663804626,"[ 1.24229323  0.10465139  0.          0.07657135  0.3068418   0.37964712
  0.06230367  0.          0.          0.          0.01640322  0.
 -0.13068639  0.33705222  0.          0.          0.13476705  0.13705737
  0.          0.          0.02825328 -0.25099883  0.          0.
  0.          0.          0.          0.          0.07126262  0.
  0.          0.        ]",-4.239124080912803,24,0.6924398625429553,0.06511675389758881,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[ 0.96592907  0.22661136  0.06978459  0.          0.          0.
  0.1560421   0.          0.          0.          0.         -0.02265204
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.12221525  0.          0.06037337  0.
  0.          0.        ]",-3.2080491723195648,15,0.7033158813263525,0.13990636716041271,1.0,0.0,0.0,0.5,0.05,1000,32,0
1.2915496650148828,"[ 0.79121416  0.48023923  0.34463296  0.16359102  0.20719847  0.
  0.15029706  0.          0.          0.3039324   0.         -0.16556005
  0.          0.          0.31177908  0.25889794  0.          0.07116128
  0.          0.          0.4451806  -0.21138153  0.41839947 -0.11805344
  0.08936316  0.          0.15549574  0.25274681  0.         -0.10051136
 -0.41663406  0.09534448]",-4.343593024634107,21,0.8403532608695652,0.3530727384087884,1.0,0.0625,0.11764705882352941,0.53125,0.05,1000,32,0
10.0,"[0.62915363 0.26526239 0.44332281 0.0959898  0.         0.
 0.         0.09270142 0.         0.01579577 0.         0.
 0.         0.         0.         0.         0.         0.
 0.1812712  0.         0.         0.         0.01476295 0.
 0.         0.         0.05584751 0.         0.         0.
 0.         0.        ]",-3.099499921574815,11,0.865234375,0.298025569045684,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[0.44537735 0.         0.         0.08419389 0.         0.
 0.         0.         0.         0.         0.         0.
 0.03836741 0.         0.         0.         0.         0.
 0.         0.         0.03777724 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",-3.090640811058858,9,0.8697261287934862,0.19398524034655645,1.0,0.0,0.0,0.5,0.05,1000,32,0
10.0,"[ 0.73155178  0.02068673  0.14373126  0.07897122  0.04525371  0.06633119
  0.          0.          0.          0.21368161  0.          0.10330222
  0.04399245  0.          0.          0.          0.          0.
  0.          0.          0.         -0.03544372  0.          0.
  0.          0.         -0.1109441   0.03119113  0.          0.
  0.         -0.02526414]",-3.1224738027170176,12,0.7048648648648649,0.1918068728960088,1.0,0.06666666666666667,0.125,0.5333333333333333,0.05,1000,32,0
0.1668100537200059,"[ 1.50085361  0.87163426  0.04121356  0.9418093   0.65958172  0.03038797
  0.39529319 -0.28903545 -0.10811342 -0.30358006  0.27034117  0.28343783
  0.20266042  0.11179758  0.30368107  0.52072101  0.07940534  0.0122055
 -0.3870994  -0.28724155  0.13157198 -0.02246639  0.40625151  0.23556082
 -0.09999602  0.03537916 -0.10459792  0.         -0.0650747  -0.12836312
 -0.06914347  0.04929176]",-4.8215217148737315,44,0.8422318422318422,0.38454072323413424,0.4444444444444444,0.36363636363636365,0.4,0.6685906685906686,0.05,1000,32,0
10.0,"[1.01836448 0.38983223 0.06434833 0.         0.09286895 0.0684393
 0.         0.         0.         0.14345298 0.         0.
 0.         0.12298604 0.         0.         0.00168241 0.
 0.         0.01910643 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",-3.3635693601283494,17,0.8378906250000001,0.3787940920075124,1.0,0.125,0.2222222222222222,0.5625,0.05,1000,32,0
10.0,"[ 0.69219744  0.17687168  0.07032878  0.          0.          0.
 -0.04394666  0.          0.          0.          0.          0.
  0.10439942 -0.06130985  0.          0.          0.          0.
  0.          0.07572481  0.          0.13428212  0.          0.
  0.          0.         -0.020388    0.          0.          0.
  0.          0.        ]",-3.1902517065935276,12,0.7264500205676677,0.30404520007487534,1.0,0.0,0.0,0.5,0.05,1000,32,0
0.001,"[ 33.04340216 -11.75284967  -7.02280545  -3.62764996  -2.2046131
  -1.47872185  -1.05967455  -0.79624721  -0.62000873  -0.49636003
  -0.40629808  -0.33868144  -0.28663068  -0.24571237  -0.21296663
  -0.18635335  -0.16443128  -0.14616119  -0.13077401  -0.11769435
  -0.10648303  -0.09679994  -0.08837926  -0.08101194  -0.07452802
  -0.06879335  -0.06369537  -0.05914315  -0.05506302  -0.0513895
  -0.04807359  -0.04506697]",-11.07594726476369,0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1000,32,1
0.001,"[ 34.40446417 -13.27192872  -7.09452741  -3.64434858  -2.20835725
  -1.47863203  -1.05836428  -0.79459705  -0.61833399  -0.49477857
  -0.40484577  -0.33736551  -0.28544072  -0.24463828  -0.2119958
  -0.18547219  -0.1636308   -0.14543044  -0.13010698  -0.11708058
  -0.10591883  -0.09627982  -0.08789813  -0.08056558  -0.07411199
  -0.06840394  -0.06333377  -0.05880322  -0.05474441  -0.0510921
  -0.04778989  -0.04480209]",-11.18563717834212,0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1000,32,1
0.001,"[ 33.92953127 -14.33797264  -6.40621362  -3.32400781  -2.02686163
  -1.36286501  -0.97848272  -0.73631435  -0.57401224  -0.45997383
  -0.37681248  -0.31431427  -0.26615994  -0.22827667  -0.19793933
  -0.17326874  -0.15293849  -0.13598544  -0.12170346  -0.10955724
  -0.09914268  -0.09014558  -0.08231917  -0.07546863  -0.06944069
  -0.06410626  -0.05936296  -0.05512842  -0.05132965  -0.04791071
  -0.04482458  -0.04202619]",-10.922180932165494,0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1000,32,1
0.001,"[ 33.22806088 -12.89461463  -6.51555547  -3.41312254  -2.09170927
  -1.41082057  -1.01502095  -0.76495087  -0.59700277  -0.47881665
  -0.39252254  -0.32760278  -0.27754683  -0.23813874  -0.20655993
  -0.18087016  -0.15968775  -0.14202287  -0.12712869  -0.1144637
  -0.10359945  -0.0942124   -0.08604334  -0.0788943   -0.0725989
  -0.0670292   -0.06207612  -0.05765248  -0.05368593  -0.05011331
  -0.04688748  -0.04396232]",-11.09207785824491,0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1000,32,1
0.001,"[ 32.61432139 -12.9944084   -6.37717231  -3.31195601  -2.01988782
  -1.35816327  -0.9750393   -0.73366412  -0.57189639  -0.45824588
  -0.37536915  -0.31309002  -0.26510745  -0.22736339  -0.19713857
  -0.1725615   -0.15230621  -0.13541991  -0.12119251  -0.10909499
  -0.09872133  -0.08976004  -0.08196604  -0.0751428   -0.06914023
  -0.06382643  -0.05910317  -0.05488581  -0.05110517  -0.0476999
  -0.04462547  -0.04183849]",-11.054081653789332,0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1000,32,1
0.001,"[ 32.92790218 -14.33402872  -6.10095143  -3.15891174  -1.92428615
  -1.29317975  -0.9281319   -0.69826451  -0.54425727  -0.43607875
  -0.35720328  -0.29793435  -0.25227442  -0.21635766  -0.1875959
  -0.16420984  -0.1449381   -0.12886798  -0.11533014  -0.10381834
  -0.09394787  -0.08542097  -0.07800286  -0.07151233  -0.06579819
  -0.06074333  -0.05624791  -0.05223526  -0.04863676  -0.04539649
  -0.04246989  -0.03981905]",-10.872331216762198,0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1000,32,1
0.001,"[ 32.50469104 -13.97322689  -5.98681829  -3.11490977  -1.90269862
  -1.28093147  -0.9204718   -0.69312802  -0.54062986  -0.43341023
  -0.35517521  -0.29635221  -0.25101361  -0.21533161  -0.18675006
  -0.16350167  -0.14433757  -0.12835437  -0.11488741  -0.10343202
  -0.09360867  -0.08512075  -0.07773627  -0.07127466  -0.0655837
  -0.06054967  -0.05607316  -0.05207522  -0.04849027  -0.04526337
  -0.0423472   -0.03970622]",-10.807785991771976,0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1000,32,1
0.001,"[ 33.55230755 -12.60167861  -6.87708936  -3.55505012  -2.16186442
  -1.45076226  -1.04003546  -0.78172837  -0.60885215  -0.48752679
  -0.39913533  -0.33275881  -0.2816521   -0.24147037  -0.20930974
  -0.18316798  -0.16163306  -0.14368335  -0.12856421  -0.11571235
  -0.10469447  -0.09517721  -0.08690282  -0.07966043  -0.0732875
  -0.06765073  -0.06263914  -0.05816436  -0.05415218  -0.05054084
  -0.04728207  -0.04432468]",-10.948102566707604,0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1000,32,1
0.001,"[ 33.860878   -13.43150225  -6.27057699  -3.34028028  -2.0677562
  -1.40402365  -1.01495354  -0.76763122  -0.60075199  -0.4828887
  -0.3965745   -0.33148306  -0.28118789  -0.24152588  -0.20969581
  -0.18376522  -0.16236346  -0.14449332  -0.12941596  -0.11658293
  -0.10556621  -0.09604194  -0.08774886  -0.08048625  -0.0740887
  -0.06842534  -0.06338592  -0.05888417  -0.05484655  -0.05120883
  -0.04792037  -0.04494225]",-10.788924116295664,0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1000,32,1
